"","l.wt","l.wt.1","l.wt.2","l.wt.3","l.LCAD","l.LCAD.1","l.LCAD.2","l.LCAD.3"
"Sugct",6.45986845957171,6.60818384074483,6.87917421362469,6.80960898142687,6.78204817380426,6.870408123089,6.40988927573619,6.60733993168449
"Prl7c1",4.46945948487799,4.25729377213738,4.27703947243666,4.22747524310415,4.12594033897217,4.06356903555304,4.36678694949657,4.06764129803069
"Anpep",9.74272155173672,9.22732641275656,9.58223251193175,9.18972203495606,9.25028988963458,9.44674690265072,9.65473370247757,9.60989191080823
"Rcan2",5.59081169615599,5.61123949567848,5.43262987078609,5.40321106340164,5.71236924798667,5.45376864622544,5.23716362165014,6.86817268647408
"Hhip",4.16647130681455,4.36941950979638,4.35439736026001,4.29688682973109,4.36833449772519,4.03639919394901,4.12335502177749,4.24503748419755
"Col25a1",7.26945399583406,7.31716348992813,7.37888230663761,7.02555564087371,7.154127981438,7.30735775489293,7.37002753894016,7.07993133682687
"Slc5a7",4.38979531215562,4.2532930810997,4.65499683616116,3.9168200796279,4.62691024280225,4.28762728342386,4.41853526270695,4.38554858789025
"Rad51b",4.76726065138384,4.80217899675933,4.86436747940513,5.00458586157918,5.07671372849793,4.73536690592763,4.7465748089328,5.04817004026634
"Ptrf",5.43958441031561,5.32819243456256,5.18242458760548,5.28907307560464,4.97185639885391,5.2236619108739,5.20225357726956,4.3832169075109
"Arl10",5.3915367822977,5.31625459213506,5.14991950110326,5.08828875986491,5.12668651001672,5.27877808576945,5.36757805377223,5.28531839214586
"Zfhx4",6.44309240082454,6.78486924319489,6.24738212859315,6.22020108178237,6.50415803625047,6.25933558002333,6.1168823421442,6.62189245510102
"Dnah5",4.45178992037396,4.63681223119706,4.45889568905298,4.85345937579325,4.51432889486301,4.31877322483512,4.35699755131607,4.38981341169404
"Grid2",4.5365499847174,4.82450212130558,4.60106187036165,4.45507348095663,4.49834122464644,4.46166203794941,4.61790481752038,4.19852684178385
"Pcdhb14",4.31635669929149,4.2102651015892,4.18943881366512,4.59236673518764,4.49893668683288,4.39740801452563,4.45123762420158,4.13628573598269
"Wnt8b",4.86762044805308,4.62663981505372,4.45097399572262,4.73524660922463,4.32002536865126,4.59153365620833,4.40193363549357,4.37230155481497
"Angpt1",5.15211675981114,5.42678453453712,5.22253333484505,5.54203605579027,5.5630259993623,5.14789196251975,5.24949020653525,5.25141711742819
"Flt4",6.2370143051319,6.42740964918176,6.52965597959621,6.27864737961537,6.23362446975852,6.24570994431592,6.30816789906412,6.12518592777885
"Gpr110",3.8123598021155,4.28333991117007,3.87031006876692,4.04561901564645,5.10112001855823,4.84334322963362,5.11724184391928,4.62319895760374
"Pgr",4.3366116707641,4.61044217033847,4.33093164550132,4.11026618059805,4.47609564783754,4.64208555162629,4.32925601669925,4.5213851068175
"Slc26a3",4.13473252926628,4.03821078684892,3.88552921843797,4.10483602266233,4.1096380383692,3.97406100301692,4.1595259364375,4.10144896880976
"Ralgapa1",5.74178315814698,5.82954120409276,5.94677165171912,5.97962999061353,5.70768361223551,5.8087010754093,6.04481134763237,5.85837320561646
"Csmd1",3.93631247740162,4.03797253426622,4.18922617090599,4.03283787556365,3.65542201516399,3.94112462629456,3.85432435662532,3.70905259346396
