"","b.wt","b.wt.1","b.wt.2","b.wt.3","b.LCAD","b.LCAD.1","b.LCAD.2","b.LCAD.3"
"Cox18",8.72589303087449,8.82563691818083,9.13313861529361,9.18376924942284,8.44132710389427,8.32416524181638,8.43710037203412,8.424583413077
"Arfgef1",9.3731136696642,9.19901464005729,9.07990270484312,8.93960289664991,9.29327483111783,9.16022306431445,8.6382465591539,9.18307878831138
"Ddx24",9.05706788566465,8.93911268708387,9.18791864660694,9.08552838659711,9.29167181351987,9.27495581452198,9.04759400683063,8.9259757788077
"Snrnp27",10.2024706535436,10.3179808739328,10.3388903917969,10.3684445836234,10.4945947160453,10.4840464691294,10.5756847853004,10.5212486540467
"Tmem129",7.85380600661735,8.02057831668757,8.03029447005749,8.1442679996739,8.19028856762724,8.23536873458782,8.32002636181275,8.19643973889191
"Rnf220",7.14133652902509,7.2481579465897,7.17529294890189,7.25963876453952,7.28808600072325,7.22660168158927,7.29696464759111,7.06013776551009
"Sap30l",8.65295214065313,8.6987180346408,8.74332901816088,8.96351342763132,8.66039757981545,8.64415357070592,8.56958390049111,8.80206112544171
"Armc1",9.76643851785866,9.73825645397445,9.63172337527165,9.6181459509431,10.0726928212511,9.8190307331769,9.42888271475494,9.7353085868404
"Mad2l1bp",7.23679346737566,7.31105992510246,6.58533529905033,6.8140177738045,6.56432008763997,6.57725524098551,6.77560949069244,7.04784197188662
"Naa60",8.53427035091984,8.35885907464563,8.70259278964015,8.74607469403878,8.59980195863194,8.60315136423478,8.44694419992888,8.57604022692603
"Vta1",9.12686731527521,9.1885165484323,9.38680167960947,9.37491225565025,9.33247186543379,9.37767786618634,9.37559033136604,9.1801814351814
"Rrn3",7.53370567962891,7.51287980797265,7.4226837724539,7.24683568261804,7.68333005025269,7.41359086693945,7.33740657428087,7.52228397782039
"Apoa1bp",10.5297213089135,10.6499052442566,10.6185741782796,10.6813678267889,10.6723852076174,10.688827533968,10.6257810673184,10.6381473461245
"Pdpk1",8.4072788765658,8.40365612728148,8.52099009970706,8.4814271481384,8.31934949916859,8.20889118992195,7.98545605695897,8.06092177413222
"Cpsf7",8.69371790960986,8.73239518556779,8.46753602191781,8.43601988201474,8.57381636291359,8.3148202187663,8.56796652968948,8.57647512561244
"Abhd16a",8.87438086797957,8.85714384925093,8.9178448837108,8.95048209099292,8.87163160775358,8.83757101260485,8.83833891988473,8.89457018044552
"Gm8069",10.8715601505437,10.8877449634303,11.2583550905656,11.1271639199844,11.3021640584764,11.173768004493,11.0154009041486,10.7987718925798
"Rab7",10.3500315115945,10.3073558592122,10.3874798513336,10.2839914567574,10.3580032710611,10.364685056379,10.3093307980096,10.3710243413578
