"","b.wt","b.wt.1","b.wt.2","b.wt.3","b.LCAD","b.LCAD.1","b.LCAD.2","b.LCAD.3"
"Trim39",7.38977242933432,7.1943530402567,7.03518487657845,7.09402372549238,7.08492804948005,6.92470028962756,6.88242100395365,7.23616548750622
"Chrna1",4.34733059469637,4.78408954118854,4.56426950502393,4.58401301523341,4.84281057457976,4.46121028281441,4.62840412699532,4.7188143941767
"Apon",5.55893861287446,5.89268065308628,5.87461042133583,5.7235670254038,5.69292022249396,5.6450009468042,5.89363912144173,5.32785655479374
"Birc2",7.77110190361694,7.94692749814222,7.36428832996704,7.84314734581824,7.79770756168011,7.74735886505406,7.83126258449376,7.94732612970084
"Lce1l",3.35342083211918,3.47760635662019,3.41281335910319,3.35997693046672,3.33440551995972,3.35834576111962,3.5253491631978,3.27598872971466
"Fanca",5.5019136278049,5.54962999196881,5.66803045727479,5.70194058850314,5.59419302712343,5.4628998658665,5.47925966837184,5.54897627049596
"Slc13a2",5.32277831303678,5.3521036490537,5.53719758519215,5.25403312107386,5.23554843486414,5.07816464472859,5.46507547031868,4.8798102892799
"Aox3",4.4327083164151,4.31367685422868,4.57139248973772,4.47232529665646,4.62174707836339,4.49850414679468,4.62358093929828,4.36852308405252
"Rfxap",7.03774965827836,7.14209643494244,7.0616912099789,7.05498974481898,7.00694089889136,6.88780403487652,6.71409079750183,7.14858284197018
"Letmd1",11.4545765461776,11.5553760759278,11.761911445709,11.8915081221467,11.6722412363265,11.7207193629175,11.7770652450688,11.4945526167167
"Pias4",8.44081303634065,8.40810772487223,8.27552509698502,8.38027000628039,8.14952561833344,8.10146329852632,8.20596411496212,8.24913313108213
"Echdc3",9.48969746284288,9.55636311923816,9.91151333092133,10.0484800623849,9.76209072942217,9.68734646178655,10.0376253323153,9.86732955751576
"Gata4",5.14755117091027,5.09380281618397,5.04304658139194,5.12319015766854,5.14634045349971,4.92758380433182,5.16781002392058,4.91631827369054
"Zfp385a",7.254612465847,7.24496695299743,7.42968324377057,7.2071219202214,7.00748246420372,7.09789907508955,7.14102225357502,7.18115136217069
"Cyp24a1",4.71014902099809,4.89217795764002,4.88348181823843,4.81940858742612,4.76456524254842,4.93760084324239,5.04849655186882,4.67148527552791
"En2",4.16918414764894,4.10148233455722,4.36835489417615,4.49402339237931,4.41674241074795,4.05497650832917,4.36748031211044,4.38142015898449
"Pus1",7.67705299423962,7.61285928464962,7.81544016986212,7.78117320034631,8.09627729927654,8.02664942039836,7.88224368544702,7.59094328237139
"Ppp1r32",5.71299216449972,5.89296861977497,6.12944788695725,6.06419508866767,5.63363074418252,5.71614642385307,5.81860352217982,5.5609889488156
"Phgr1",4.40838429675097,4.45719521710636,4.57020187432827,4.34151843185509,4.55893224738849,4.41701986492243,4.51025577506168,4.30478860248402
"Abcb1b",5.28807599443913,4.97308780183992,5.0592417837962,5.03532437646728,5.24912999204473,5.03488079641046,5.07354465778969,5.55007759673225
"Sfxn4",6.54214566378019,6.62040137001442,6.76208353524071,6.98002621449386,6.48040392306544,6.36847398413426,6.5933198546978,6.90091896136925
"Syngr4",4.53127957925409,4.78240678252688,4.74004219475769,4.52755644984384,4.52656358874694,4.46706482120998,4.6950445058499,4.37341880945726
"Foxd1",4.05738121179541,4.16587693607707,4.24864105338327,4.12351970150932,4.1398286096959,4.07212848715331,4.15955717843022,4.16017542080859
"Acrv1",3.88699244746945,4.40328783538611,4.40195185635875,4.20624975777201,4.29645204773086,4.01941583754499,4.1597023196942,4.13410081971742
"Gfra3",6.87732978362968,6.52216249057985,6.5978922497275,6.65939372246809,6.54734324567896,6.43888797361053,6.58326618689934,6.53128435217441
"Necab2",7.05277680535554,7.27383475421877,7.08626129741675,6.91403489598166,7.07715998602535,7.27073243773032,7.19449852487265,6.94018601761692
"Nlrp5",4.61664576022512,4.64329140840079,4.9950265375,4.56231594636157,4.57705123062083,4.50964732907202,4.80494592982437,4.37774949866902
"Tuba1a",10.4157219126141,10.5412197717096,9.76883322614399,10.0880089199539,10.1651486960732,10.0929508084084,9.89354226335415,10.4034499865828
"Idh3b",12.9089130549412,13.0377858247865,13.0369502260673,13.0962338876683,13.0044335799715,13.0432764859294,13.0470734066765,13.0433598856017
"Fam104a",8.11470273994484,8.07468515193566,8.13526373000861,8.08295796574634,8.50341402748814,8.22446734683252,7.80075318590166,7.85196022589526
"Msrb1",9.23753647250759,9.10592463734026,9.37766084129178,9.31010820456068,9.41187087540749,9.7013635794208,9.70255469784082,9.65401360227232
"Rhoj",8.20511251789787,8.16355709906563,8.14993577510525,8.08963876734625,7.722139810092,7.79603766143357,7.87624078216468,7.95213603270489
"Skap2",9.22011184589765,9.27166461761196,9.28431988417047,9.37568849808626,9.36631784243604,9.21058648403732,9.36192711029203,9.33590605948743
"Rpn2",9.21802528854213,9.05173099055493,9.16446877348299,9.10742957951418,9.17334943868821,9.26059239163556,8.99527737098825,9.20956804557868
"F2",4.51415540705016,4.78135163440981,4.67185114824816,4.64304297311183,4.52300741551722,4.75905705801844,4.92228268512548,4.15749698805633
"Cebpb",11.8631160909387,11.477478932227,11.0385551840534,10.6994701944231,11.4026041701695,11.3698875463301,10.4632293978079,10.7284341403204
"Aqp2",5.85847953423481,5.68858146494076,5.82600453321549,5.82846308988521,5.94230265992908,5.87785907212776,5.74550056499399,5.79754403057887
"Gfpt1",4.03969386495763,4.00165562422725,4.33992680208757,4.2855663068433,3.95362191035178,4.21664134024633,4.24797671609858,4.02837377401429
"Nubp1",6.88105840590205,6.85082135886284,6.85516095208925,6.93169513816208,7.02154862911121,7.02265950424431,6.97295038636928,6.95104653462672
"F5",4.13787783815572,4.15720143564212,4.21126503245728,4.05121346615658,3.97482465845842,4.199551977829,4.22874828525998,4.11211614003958
"Pam",5.15609266556373,5.24768158891124,4.97412866119155,5.00573591870687,5.81361818952935,5.73927639171657,6.0095673133777,6.14440393904686
"Ermap",5.34053983800614,5.01578134727347,5.46350616168569,5.00065699797119,5.0942921125605,5.30595345361146,5.22638706703633,4.86061523826439
"Bmp7",4.1719159888332,4.22883280960226,4.57264854240891,4.10480093160026,4.28718325433749,4.23150851966351,4.38695869101602,4.25493993697989
"Bhmt2",3.81612655501883,3.7173656173145,3.78028395389634,3.83224587156803,3.66767456948484,3.55560942756878,3.69604897065061,3.91453974489816
"Mmachc",8.74945834317454,8.9360408341349,9.18319220879626,9.20065873245103,9.2989606780362,9.23242764294783,9.10516743807315,9.00612828178623
"Spp2",4.80825611882856,5.06226062852965,5.12614153130177,5.23049063201126,5.14277173889218,5.35948135661144,4.96186448266432,5.12937410995593
"Igfbp1",3.85425757331724,4.13204046180475,3.97063162047413,3.91581419024796,3.97766990224638,3.87279803423482,3.95836070676837,3.74188522643407
"Sgol1",5.22954320311546,5.21675679838916,5.66257524258611,5.10128931521499,5.3261957605828,5.34410945527795,5.47945450955096,5.28993514053644
"Cldn15",7.04858626530908,6.97068837440349,7.3650117395789,7.0417820081772,6.25542642488675,6.38088984868733,6.26152423359043,6.2232145876023
"Cadm3",6.21284061627101,6.2299546573066,6.28060092718664,6.04050337203975,6.12192798999167,6.13722491735598,6.18047286466394,6.10326706849873
"Slc17a3",4.85419851813776,4.65135570174218,4.87786289937634,4.60478881482266,4.80875587138864,5.1873465300734,4.96076389096491,4.61631864112284
"Rassf7",6.03886994779845,6.33977127589612,6.23695416868862,6.10529380525591,5.92420432993972,6.18864442610118,6.28473139469344,6.09680263580942
"Celsr1",4.0782299842959,4.4657640506938,4.30017850200069,4.13764516321903,4.39826628821991,4.41342016597899,4.1778898945082,4.19743775505569
"Zeb1",8.51848681819632,8.42791021201861,8.31571204024336,8.52282701371501,8.49381584961988,8.4329445648901,8.46375692473322,8.50636385949151
"Habp4",7.21656835941618,6.79622362590974,7.01798424532508,7.21026660192669,6.99218516322006,7.20660220222946,7.08676434413689,7.21490482351608
"Mettl21a",7.20012137512066,7.53943241089291,7.63610486890213,7.2467452787545,7.40986821696435,7.4068621267656,7.64491855982717,7.351785408672
"Ift57",6.50505869537816,6.31580295286371,6.72981879890235,6.54966840071399,6.79480936948949,6.61650796990354,6.38597436150851,6.89368389297951
"Cxcl10",5.8455625100513,5.65183498392726,5.56772136272416,5.46427258238105,5.85466002186214,5.38320349535723,5.85720727928477,5.70890854117312
"Reg4",4.90319680355777,4.9479241451963,5.12431096980714,4.78098393433897,4.62737559153322,4.73350478525219,4.95195103371856,4.54670854855281
"Nfil3",8.88216874654055,7.63386338739793,6.27268360104616,6.03227609880498,6.74753469634566,6.31763121751019,6.97143744586374,7.66234687057324
"Slc1a6",5.10947615426569,5.45363850109627,5.25603775383829,5.65135283130935,5.61478094661864,5.52676438114127,5.48641486367733,5.37716193352659
"Mab21l2",5.83878901350438,5.72876649679679,6.1691022303255,5.98185441100256,5.85309887223221,6.02779300867185,5.94883248703621,5.93691396787443
"Trpm1",4.50200305544748,4.50965689244141,4.72348361255546,4.59147982991775,4.5173839227778,4.50129139670406,4.72668666787497,4.48316378971574
"Maff",7.6475682254004,8.02636630054232,6.65513182947054,6.98337466955954,6.21295739029938,6.52871601867719,6.90189648848237,6.82054431377902
"Dio2",10.2892352438422,7.95010445343605,8.99426949417612,6.85845483019037,9.24980386067596,8.12819392098104,5.86093529404975,6.06680530002237
"Hlx",8.83776093879278,8.42383949293158,7.59095907131212,8.02504441326453,8.38503070280876,8.29897973391161,8.06328580985501,8.24990085208504
"Sult1b1",4.2130307096006,4.09018950252167,4.09513088826749,4.51587868984818,4.19677147803926,4.40479858017361,3.93806339454871,4.18199739625891
"Pcdhb22",4.27369505921143,4.29198930067288,4.06983799282651,4.04054828141711,4.29787495703758,4.25814350380523,3.98923303386125,4.09228906106448
"Ift74",5.7901263290488,5.8097085614557,5.8777385331359,6.08673006312906,5.88814973479511,5.59546373759008,5.59884500149357,5.92547278621578
"Cysltr1",4.50939660050985,4.30714655276676,4.44371518102302,4.26697467834402,4.29861253419519,4.43186839086738,4.56905826105723,4.59183012857268
"Mmp3",5.06560505274835,4.95355989498511,5.03126673140865,4.64567370580345,4.77720023031735,4.91908880468254,4.69319588009446,4.92599633384313
"St3gal1",6.56495427787196,5.97016814235122,6.10350372435545,5.95266577668484,5.91823475305628,6.2171682756486,6.39524209671842,6.57669777807061
"Nek3",6.295045775912,6.34177018053406,6.41235491898341,6.32103677508369,6.31179662348092,6.40330505056786,6.15307944952295,6.29373776991434
"Fscn3",4.55613177141492,4.50804282581209,4.809875940216,4.32312971997263,4.56594087162675,4.70362660476749,4.77690504057272,4.56617017996331
"Gdf15",5.98880723112733,6.15644404627829,6.15131993734944,5.84635829204463,6.44087647447948,6.0402464039021,6.2101679075712,6.18629552476412
"Drd2",4.97614052320008,4.98525331118414,5.6194705294326,5.29674628455389,5.06420815460513,5.03288181231276,5.17691895806896,5.19338803798088
"Txlnb",5.50108925714868,6.36177544657096,5.66728533643198,6.54453334441557,5.74092809984547,5.53351228300768,5.33933802247637,6.43061696771379
"Fbxo16",5.33334018237431,5.31320093015106,5.3062806160337,5.13853066837905,5.38375425896276,5.46848687346439,5.4903168022752,5.16087437736975
"Camkk1",4.88458585778204,5.10551172596821,4.99200066200099,5.05360029244722,5.22342583229412,5.06560505274835,5.08254421113912,4.89971968112504
"Zfp93",5.8166560207142,5.54161364656273,5.71775578624485,5.86886069696749,5.70249179568981,5.80655482888932,5.54699370154909,5.729828775714
"Tssk6",4.12262302697958,4.16969872102545,4.22354457144291,4.24849119334639,4.25827129357467,4.37762256599273,4.47616572082484,4.28416296660814
"Stac",5.20330767058517,5.19056559757446,5.23291397359024,5.09101580917002,4.95661967697859,5.03304384229728,5.24109359399179,5.12458236278518
"Slc35g3",5.98913909821804,6.06759204018638,6.06062266037093,6.110151275574,6.10473678444188,5.96372601873262,6.01068161222038,6.05508660618936
"Tmprss5",5.16418449347915,5.07821174930259,5.25669103189603,5.26580614931491,5.01702025359114,5.10126834334577,5.18894483963259,5.04691793837633
"Necap2",8.133873549185,8.23611498562957,8.23035881071419,8.19117632847725,8.26530678544991,8.07426059393069,8.01200755356941,8.05302580970228
"Fam188a",8.3761872642603,8.4123134625147,8.29153062583121,8.34432218692153,8.31102181291263,8.21909241387073,8.31657225924919,8.36748792166057
"Pigm",6.19324719292393,5.96590281161763,6.16301439816528,6.07944680924685,6.19024653486864,5.9548706824878,6.12641146502078,6.00688178430388
"Nosip",7.27980611507427,7.26974571268694,7.36504836435991,7.34148777856014,7.20799140901555,7.24706301371075,7.36356070288169,7.40922493179327
"Dcbld1",5.48959829440609,5.74374632842007,5.21251163767682,5.21343807922443,5.34782082978956,5.3198903826153,5.2298079438721,5.19804104010206
"St7",7.00566485427442,7.12378733322587,7.22235200598741,7.06855022280108,6.80092862414548,6.56708997037087,6.51279686604092,6.66363480872582
"Rb1cc1",7.65477386554753,7.77499345233654,7.77046031899148,7.75274162474118,7.8830036108179,7.76037135688531,7.51292225659851,7.60783735044284
"Bcl10",8.03659754706677,7.92371415312934,7.75991675928309,7.69536560516481,7.87612362042403,7.903845441774,7.93564549462057,7.84978674581566
"Blzf1",6.54668652708917,6.84753142456169,6.96252860619146,6.82739415441115,6.87900164359088,6.94526007273375,6.89186934512844,6.84661682608324
"Nckipsd",6.92318484322469,7.09448184765446,6.79021645682368,6.95589880252861,6.66460415021602,6.83700417567879,6.92401981289351,6.84329033482946
"Cideb",6.78490117977089,7.62191625834041,7.63285346447186,7.81858307217518,8.0582104111729,7.92963928903344,8.11624049939685,7.85627362522854
"Sap30bp",6.23462633619762,6.39234984011562,6.36793864819299,6.31437200058291,6.34053376732878,6.40023053858402,6.37723040256233,6.27396939271128
"Akr1c14",5.36554907232133,4.64870023576886,5.09644698591831,5.28301472969966,4.34094959417672,4.01886184706159,4.06956289069234,4.13960071014225
"Casp12",5.710242784199,5.50792355747235,5.29495477223053,5.31263660541632,5.33421767733758,5.50728521550415,5.55167578187412,5.65837097030055
"Cebpa",12.0569457619603,11.7523098063963,12.2884548878513,12.533915574349,12.2304573223554,12.2548847358705,12.2748488889295,12.0370358803578
"Inadl",5.01239779027858,5.23975200760861,5.37700498919502,5.07415780071292,5.29927231993325,5.28679306457596,5.00454154893522,4.95075358885585
"Cttnbp2nl",5.77023953447842,5.83787654092544,5.90358407166552,5.7948255075846,5.83761513018156,5.72397733002108,5.62820637743488,5.62866645333065
"Uxt",8.63288308411682,8.64414884684575,8.80787184883215,8.82889746777363,8.94607160864822,8.79574204866433,8.64975160339149,8.71359340955069
"Pex7",9.43414498981297,9.52988535111971,9.71265802352708,9.69501979046389,9.66390039681848,9.80364988123971,9.86925890788668,9.62300298884539
"Ctse",6.02436544981368,6.27814146455033,6.52037101465559,5.89421267439564,6.26164138252413,6.45397711402582,6.83408550024312,6.45162011972331
"Ms4a4d",6.60507489926521,6.30188135000073,6.29863027510639,6.30829370058625,6.24735354834959,6.05102356784853,5.95393892924958,6.58603330430236
"Bak1",5.88662473097422,6.15089763663456,6.37980211924582,6.19494450089899,6.6395858464853,6.523338399413,6.29960230114893,6.23985625819448
"Gtsf1l",5.14416032007257,4.91507817689527,5.36065011817677,5.07540799438829,4.98494246212224,5.22655580966469,5.13414518806647,4.96354769029824
"Neurod2",6.10290100937033,6.21325920076254,6.3547893095367,6.0766044137875,6.27116635315614,6.36234609361176,6.58487467398729,6.19164851345084
"Lyrm5",11.337741749964,11.3060216330028,11.6631098385098,11.812841450299,11.3330888058652,11.3087043793893,11.6625566758032,11.339907609349
"Kmo",4.94077636004607,4.69107727637221,4.6872415739322,4.78940009576357,4.8906202336885,4.76788813158282,4.90765949140385,4.85904789637475
"2310033P09Rik",6.66957759518091,6.55811306880327,6.7131557340137,6.62927530224924,6.79338164227437,6.70652585589782,6.76453299857013,6.71805524354963
"Cpxm2",5.03998156243411,4.90147159900123,5.21740270469189,4.75391284624105,5.01373205874897,4.93586510701759,5.03117511820694,4.91595627273094
"Baat",5.06794046566368,5.20800928523572,5.26601213026734,5.11031709342068,5.13596522956019,5.14639630061479,5.24086832471489,5.18748300358842
"Bves",5.81003944238701,6.29186626755879,6.26185854358697,6.04363781780023,5.98331971235895,6.00951715192735,6.07113688816872,6.00222386763071
"Crybb3",6.69717887426721,6.91081383519628,6.90038055592609,6.69320494229784,6.75537446313006,6.86823467951371,6.81854728396953,6.6310172406326
"Peli2",6.86550897851003,6.70617149173477,6.24502801176109,6.79121785972508,7.19319869046342,6.82589334229933,7.11920602684119,7.07259129888193
"Zp3",4.68561693510236,4.78562686922988,4.87497003958443,4.4318628095524,4.67544171889503,4.7918634969431,4.68488172787834,4.57689334529658
"Npy5r",4.44893847129749,4.41438923417786,4.53301538134398,4.43541047327453,4.4293274967755,4.38943454718275,4.50880911634638,4.34869687484736
"Actl7a",5.96316719495032,6.1091264995081,6.1875715243269,5.86662675374965,6.21895316521035,6.33772846572509,6.27134555319538,6.02379980925702
"Klk1b5",4.18764701603219,4.25446127844588,4.55075017090363,4.26977375927604,4.13076559272566,3.98691710952517,4.18795052644874,4.0912704732849
"Cryba2",5.42458286723662,5.4082289120754,5.37976597971764,5.45026340340154,5.60844704528203,5.47296664073823,5.45082375804737,5.34884356521797
"Zfpm2",5.76711743462086,5.8864141627625,5.85618440565505,5.8709597024169,5.93454443053301,5.76797055183042,6.09625224785233,5.77720614928009
"Gpatch1",7.66571096914117,7.87375452002268,7.40304714222329,7.7771921147223,7.66643763014572,7.77027703031549,7.83598475356014,8.09642316035602
"Rhag",3.80319768617996,4.05094915083323,3.95521812115065,3.77335783347229,3.75462843499473,3.70754367479714,3.76042652917046,3.89898464446787
"Wisp2",5.5057072792184,5.55779169888975,5.92047410221284,5.52221347251776,5.69161316482597,5.51770446901208,5.89385119762137,5.50146717075059
"1700034I23Rik",4.00214099304467,4.09471559333232,3.84065034406601,3.96081183879296,4.03533842139976,3.98908713119197,3.99816959218986,3.94031101277391
"Corin",3.92065554842372,3.90586163528339,3.91335896776566,3.93089049161503,3.77085451756623,3.72500424515137,3.94472700468093,3.87298395169156
"Rhox6",4.9851216731426,5.05180354050321,5.2683172334779,5.16337394020539,5.08142331633659,4.93299676716763,5.00962159326811,4.99152279842417
"Gif",5.28960749575816,5.10962926349624,5.24145223554866,5.08518974026801,5.4168400796223,5.20874073225215,5.38027146973203,4.92318346428131
"Mcf2",3.60020254195842,3.6152005125222,3.83722201678824,3.89031321532569,3.68180702731373,3.82300377524442,3.78598360910585,3.68180702731373
"Eno1",14.219060949739,14.1628159863559,14.2799292183943,14.1854324360125,14.2285633409333,14.3585166630327,14.2332782095101,14.1209326470204
"Gm13363",11.2405383733536,11.1961683184557,11.1985676806659,11.3282075743814,11.3384126311065,11.4292056760754,11.446124719637,11.4582729757529
"Sag",5.55713271877316,5.51953787891522,5.53595682101348,5.25917718314688,5.78711323501289,5.55988975370542,5.53621199212588,5.47992088963296
"Daxx",7.87376553008111,7.78722661921031,8.08765695553815,7.85215094150388,8.11829000051472,7.99993423189497,7.99868158601249,7.91284467784166
"Gltp",7.91781666539328,7.8654399394307,8.0300234900144,8.06599799632936,7.87107368545655,7.82367128862843,7.82963078016398,7.90738673726915
"Ero1l",7.50395888902643,7.45229572034499,7.98041239718484,7.72466730064489,7.84375287881866,7.72801574618714,7.33197258664288,7.50059702237913
"Fads2",6.05821504441038,5.86322599340056,5.92110554038511,5.75872220095274,5.70112095324293,5.84130276144045,5.91016448886415,5.74490243954873
"2610018G03Rik",4.26470080780185,4.1413574169733,4.19463828266727,4.24067442381918,4.2050365657259,4.1156959910832,4.29844959351653,4.00815670866142
"Csnk2a1",7.8989645066622,7.70665650451147,7.9060885889484,7.88090473667094,8.16282059985206,7.97160074791592,7.67660922211302,7.8240515279342
"Cyp2d22",7.38123590781765,7.12350754465729,6.74864809231084,7.17363336764449,7.48364876960236,7.42091322114521,7.58302558523642,7.7631450948167
"Itfg1",8.64004211303149,8.48402988875233,8.55922376854502,8.53390194625424,8.65283364645732,8.54156883187599,8.59327704732635,8.71134742897293
"Iigp1",9.69951267953649,8.5877144263352,8.75360944980984,8.51539896952155,6.36043841996212,6.54458972376217,7.30378325919477,7.18876665587602
"Cntnap4",5.1132808465505,5.31666945705813,5.20255171907403,5.01751664969838,5.20469711781442,4.95199298303961,5.10199684257334,5.03499083238429
"Slc25a23",8.00344089135982,7.9552416527922,8.41603851471399,8.26571461361777,8.34218781175586,8.02863324108602,8.43884652427948,8.50512318251206
"Fam203a",6.37579482335192,6.503893936513,6.3824873541945,6.30493444279347,6.3404497543644,6.55583670350538,6.26244875567234,6.5040689487243
"Pcnx",7.3371753216647,7.28652526468055,7.44743677131916,7.42699844694508,7.49094466591294,7.48600810085959,7.33682445504934,7.4151675898476
"Tmem8c",4.4560684517998,4.36527917972691,4.50105711479557,4.42983820914923,4.37910266033551,4.40065002099435,4.4259394741807,4.40697530308044
"Ovol1",4.29537582508842,4.6514063352384,4.59311496546568,4.39907905924802,4.38613799160855,4.58086125631088,4.88151160625226,4.50374602589906
"Pex14",9.54434009552365,9.40063654794433,9.76570605622776,9.54466717222461,9.77061946350156,9.6588964217271,9.36509037013248,9.2635403405181
"Ptpn21",6.26456427260539,6.27195762410095,6.11014049195068,6.24509900273497,6.24732410668845,6.07121414767337,5.99057734368775,5.95535255490244
"Rtn2",6.28872627704748,7.85953043810256,5.22364044376106,7.71231603170472,5.62482498557938,5.38210002239355,5.62979559890537,7.44529963101197
"Slc5a1",4.45277078634275,4.53661624970904,4.63106725388238,4.48190312441972,4.45785149438882,4.47290489047318,4.62666562788005,4.318636259874
"Polr1e",5.89981524946718,5.61178639826451,5.84268938405406,5.82307017352317,5.8201559046447,5.74844908973295,5.5394071504597,5.70095631854354
"Apcs",5.63062141106469,5.7736659333194,5.85458230866842,5.71785926707876,5.77500053632169,6.0751324331578,6.03419920490896,5.8293756855551
"Gzmb",5.31562183734511,5.16431420412234,5.13566968518502,5.2102026705784,5.13445958910375,5.15751841133258,5.24175073674945,5.07610608686425
"Rhod",5.74136976974961,5.84672923272467,5.58698986546544,5.68981743111685,5.68611907301146,5.74972866979481,5.64336732187597,5.45915420105639
"Ugt8a",4.07540457132448,4.31343974626,4.37201358835645,4.291543591825,4.1060787522508,4.38199900432778,4.26012135557422,4.28058063730152
"Nepn",6.30704539507228,5.68122812133653,6.01570562511504,6.10996768421569,6.42896794484691,5.98343179090398,5.65044060554947,6.40454717169099
"Ier5l",5.89203069576329,6.182649595971,6.14884525487207,6.36373801916681,5.93507816108366,6.12151186380134,6.42236663219691,6.23815152890309
"Rabgef1",7.68040863795998,7.66991043404862,7.44608523061314,7.34106046821568,7.69548223428844,7.41880766771525,7.39952497222557,7.43385431275228
"Cys1",5.83720871811738,6.05197878925095,6.19823275935127,6.03130233391008,6.11542741583733,5.96468401221555,6.14151939049801,6.03477681449407
"Gstm7",6.11233342895701,6.24296770618832,6.48606012144392,6.37488424637467,5.96869008346129,5.98981380686418,6.21865365758293,6.2732812182082
"Tmeff2",5.02007383632946,4.96563626809967,4.91375445436532,5.14569090398503,4.96654559590488,4.99578948775014,5.21857737852807,4.84905054068504
"Chac2",7.73781484357564,7.78682039346703,7.55482534219328,7.70571518013107,7.8659620428069,7.74989221543122,7.5877646923153,7.91075322543651
"Saa1",4.28151072464378,4.12987337061185,4.56197575289307,4.37248192692561,4.34465606617632,4.49246825856406,4.39239429576641,4.38578611046329
"Brca2",5.37675375941281,5.50282671336265,5.48380094725018,5.63493200646036,5.32982015650445,5.50972415090425,5.37772514012032,5.40370421472999
"Mpp3",5.3271178614369,5.41993052331512,5.51376432006686,5.21020313823646,5.33009726624666,5.32530221661238,5.51095685718064,5.52033379823677
"Nin",4.68202308068588,4.91507769871831,4.60256478370988,4.71728609555896,4.49108512172116,4.57994842729133,4.58219907850251,4.70886896081822
"Scnn1g",5.23745446429406,5.10529279939169,5.25926397398169,5.15575206561538,5.06718406036293,5.25187819681305,5.20802025285069,5.26383104943248
"Gdnf",4.6096371947833,4.71574975266015,4.83519026511272,4.74909978478543,4.43620482362889,4.7166886098993,4.64613338812774,4.58537529289116
"Atg10",7.45670563009065,7.43438194774665,7.51383732344066,7.70899197355584,7.54183918945857,7.48749680036026,7.63976533216062,7.77963210146013
"Serpinb2",3.63358000603853,3.63772488295262,3.62505173029238,3.47039362966551,3.54383177202654,3.47577804035258,3.65512315477656,3.54989695318177
"Fgfbp1",3.9630432857074,4.09689044907264,3.88170239903502,4.01921654648317,3.85563899410604,3.77685883606945,4.03246887746077,4.06332147230073
"Egfbp2",4.48842194544222,4.69538877847671,4.53623440721954,4.56184146722019,4.60536952087247,4.5873022167333,4.66444927569687,4.61233038040485
"Apom",5.85306912154896,6.14211568791255,6.13005825720228,5.85406483701176,5.87625785210635,6.00836446973857,6.16550283268664,5.81476769573763
"Serpina3n",6.07057609328491,5.61833328529771,6.13477622118123,6.31078762115978,6.76913837187721,7.4437284731767,7.09880061353797,6.69798810656022
"Abhd6",7.77748359642751,7.72173494208726,8.30402687560855,8.30544925506529,8.90275693342402,8.50532921229451,8.04522190954266,8.08643808435089
"Nr1h4",4.39451414195596,4.3579941053085,4.68063266901558,4.66914755213703,4.34914111304514,4.36685176974037,4.49994038449884,4.52138190296393
"Ophn1",7.07908245315377,6.72581980468506,7.08724032020451,7.01713349799265,7.06141118520527,7.06630584760434,7.12508656034032,7.48416166021847
"Hrc",7.21932023752665,7.78837341476437,6.91790489800122,7.42835514734271,6.5321926508989,6.97828098966432,6.96969461644287,7.57734921324358
"Ing2",6.89108326422511,6.83494717138564,6.85409641281299,6.98547504174547,6.98155072863053,6.7874555810957,7.18815035802451,7.02360688874841
"Ap1g2",7.72452408496339,7.67122117930259,7.73697896157552,8.0910912142403,7.70795389682716,7.72739077937922,7.81629941245905,7.70914076082199
"Alg14",7.58771739472029,7.54378345574099,7.65927683598244,7.61579575525507,7.71308073085866,7.8214498043368,7.81184701924876,7.79848164671238
"Slc22a2",5.53808492231242,5.33625646206711,5.57597633801181,5.89528274535745,5.64817333674023,5.49485155333768,5.66888475740509,5.54795354925748
"Vstm2b",5.51642513445296,5.64180899640337,5.84562538193687,5.64728494723693,5.67669448840673,5.88323692622963,5.82118938872785,5.59017472826143
"Hcst",6.22918739622975,6.226045089786,6.26104971132256,6.13060134683505,5.78747984657489,6.01269581992586,6.03977434708943,5.66451355988471
"Lyl1",6.62328761376246,6.39183129005469,6.14759386583913,6.3712248086752,6.32129767977504,6.28140077947862,6.66191815706948,6.6323208612733
"Tpmt",7.61377421804238,7.99509108775096,8.01613778002654,7.97162614731456,7.61588685327548,7.10054665597803,7.24779121028925,7.13239741996505
"Mettl1",6.5775981648137,6.74373239534241,6.49220186577002,6.69187930405316,6.84498545852913,6.8560971730893,6.27578314426934,6.69321874462131
"Pdgfc",6.40725569569966,6.14750538133167,5.96716330349699,6.10196632425045,5.76112810839182,5.89047751864802,5.87601154643831,6.41370859922927
"Mfsd6",5.86308195945404,5.49450987758167,5.45079199899901,5.71371954791624,5.65968531627373,5.58846928401672,5.51638017801555,5.83728315881515
"Ptpn18",7.41403571831281,7.20563932113907,7.25767804979867,7.4364423805008,7.14806082272945,7.17454184461097,7.37401492800657,7.24828339759806
"Hoxd9",6.30968279566534,6.54642006697453,6.57689002057299,6.47621965072303,6.41832348215324,6.30872964268823,6.52321245221473,6.48616215658956
"Npy",6.06045254417489,6.27831563682198,6.36764102147506,6.18477729580647,6.21764039119651,6.18477729580647,6.24825521477393,6.21863317160432
"Itgax",6.25721357723774,5.93368956924267,6.17999455472758,5.53704121195002,5.38379285568117,5.66452789543687,5.76826672810542,5.40182584106104
"Slc22a13",5.7896280609732,5.9616036508295,6.25017738753541,5.86734576323116,5.84138822597842,5.95000984700932,5.81614399276994,5.62560227692492
